QCDR Name,Measure ID,Measure Title,Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,"Proportional Measure
",Continuous Variable Measure  ,Ratio Measure  ,Number of performance rates to be submitted                                                  ,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR9,Advance Care Planning (Pediatric Kidney Disease),"Percentage of patients aged 17 years and younger with a diagnosis of ESRD on hemodialysis or peritoneal dialysis for whom there is documentation of a discussion regarding advance care planning.

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2014
RISE (Rheumatology Informatics System for Effectiveness),ACR10,Hepatitis B Safety Screening,"If a patient is newly initiating biologic or new synthetic DMARD therapy, then the medical record should indicate appropriate screening for hepatitis B in the preceding 12 month period.

",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,RISE (Rheumatology Informatics System for Effectiveness),2020
RISE (Rheumatology Informatics System for Effectiveness),ACR11,Hydroxychloroquine Dosing,"If a patient is using hydroxychloroquine, then the average daily dose should be ≤6.5 mg/kg

",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,RISE (Rheumatology Informatics System for Effectiveness),2020
RISE (Rheumatology Informatics System for Effectiveness),ACR12,Disease Activity Measurement for Patients with PsA,"If a patient has psoriatic arthritis, then disease activity using a standardized measurement tool should be assessed at >=50% of encounters for PsA.

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,RISE (Rheumatology Informatics System for Effectiveness),2020
RISE (Rheumatology Informatics System for Effectiveness),ACR13,Tuberculosis Test Prior to First Course Biologic Therapy,"If a patient has been newly prescribed a biologic therapy, then the medical record should indicate TB testing in the preceding 12-month period.

",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,RISE (Rheumatology Informatics System for Effectiveness),2020
RISE (Rheumatology Informatics System for Effectiveness),ACR14,Gout: Serum Urate Target,"The percentage of patients aged 18 and older with a diagnosis of gout treated with urate-lowering therapy (ULT) for at least 12 months, whose most recent serum urate result is less than 6.0 mg/dL.

",2549e,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,N/A,No,RISE (Rheumatology Informatics System for Effectiveness),2020
RISE (Rheumatology Informatics System for Effectiveness),ACR9,Rheumatoid Arthritis Patients with Low Disease Activity or Remission,"The proportion of individuals with RA who have low disease activity or are in remission based on the last recorded disease activity score in the measurement year.

",N/A,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,N/A,No,RISE (Rheumatology Informatics System for Effectiveness),2020
SaferMD SuncoastRHIO Collaborative,SMD26,Timely Gastrointestinal Radiology Result Notification,"Percentage of gastrointestinal (GI) imaging exams that were reported to the referring provider within the appropriate timeframe based on the findings

Performance Rate Descriptions:

Percentage of gastrointestinal (GI) imaging exams that were reported to the referring provider within the appropriate timeframe based on the findings",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,n/a,No,SaferMD SuncoastRHIO Collaborative,2018
SaferMD SuncoastRHIO Collaborative,SMD32,Timely Pathology Peer Review,"Percentage of pathology peer review cases that were completed within 15 minutes following its appearance in the exam queue

Performance Rate Descriptions:

Percentage of pathology peer review cases that were completed within 15 minutes following its appearance in the exam queue",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,n/a,No,SaferMD SuncoastRHIO Collaborative,2019
SaferMD SuncoastRHIO Collaborative,SMD33,Timely Radiology Peer Review,"Percentage of radiology peer review cases that were completed within 15 minutes following its appearance in the exam queue

Performance Rate Descriptions:

Percentage of radiology peer review cases that were completed within 15 minutes following its appearance in the exam queue",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,n/a,No,SaferMD SuncoastRHIO Collaborative,2019
SaferMD SuncoastRHIO Collaborative,SMD36,Timely Notification of Diagnostic Exams That Require Follow-up,"Incidental Finding Workups

Performance Rate Descriptions:

Description 1: Percentage of diagnostic exams with a finding that requires follow-up in which the referring clinician is notified within 36 hours of exam completion

Description 2: Percentage of exams that required an additional procedure in which the recommended procedure was performed",N/A,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,n/a,No,SaferMD SuncoastRHIO Collaborative,2020
SaferMD SuncoastRHIO Collaborative,SMD37,Timely Aorta Result Notification,"Aorta findings notification

Performance Rate Descriptions:

Percentage of diagnostic exams with a finding of aortic dissection/aneurism that were reported to the referring provider within 15 minutes of exam completion",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,n/a,No,SaferMD SuncoastRHIO Collaborative,2020
SaferMD SuncoastRHIO Collaborative,SMD38,Timely Vascular Ultrasound Result Notification,"Vascular ultrasound emergency notification performance

Performance Rate Descriptions:


Description 1 - Percentage of diagnostic exams with a finding of a new deep vein thrombosis (DVT) that were reported to the referring provider within 16 minutes of exam completion.
Description 2 - Percentage of diagnostic exams with a finding of testicular torsion that were reported to the referring provider within 15 minutes of exam completion.
Description 3 - Percentage of diagnostic exams with a finding of ovarian torsion that were reported to the referring provider within 15 minutes of exam completion.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,SaferMD SuncoastRHIO Collaborative,2020
SaferMD SuncoastRHIO Collaborative,SMD39,Effective Image Guided Biopsies,"Image guided Biopsy performance

Performance Rate Descriptions:

1: Percentage of imaging guided percutaneous lung biopsies performed associated with a complication
2: Percentage of thyroid needle biopsies with insufficient tissue for diagnosis.",N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,n/a,No,SaferMD SuncoastRHIO Collaborative,2020
SaferMD SuncoastRHIO Collaborative,SMD40,Optimized Thrombolysis in Ischemic Stroke,"Degree of revascularization following intervention for ischemic stroke

Performance Rate Descriptions:

Degree of revascularization following intervention for ischemic stroke",N/A,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,n/a,No,SaferMD SuncoastRHIO Collaborative,2020
SpineTRACK Registry,OBERD32,Quality of Life - Physical Health Outcomes by Oberd,"Calculation of the percent of patients who meet the minimally clinically important difference (MCID) thresholds for improvement in quality of life (QoL) physical component score from patient-reported outcomes assessments (VR-12, SF-12, SF-36, PROMIS Global 10 or equivalent Computer Adaptive Test (CAT) assessment, if available) following a spine surgical intervention (cervical or lumbar)

Performance Rate Descriptions:

Calculation of the percent of patients whose follow-up QoL Physical Component Score has a clinical improvement (improvement meets or exceeds the Minimally Clinically Important Difference (MCID) of the questionnaire in use).",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,SpineTRACK Registry,2018
SpineTRACK Registry,SPINETRACK10,Elimination of narcotic medication use following spinal fusion surgery,"Calculation of the percent of patients who report a reduction in narcotic medication intake from 'Daily use' or 'Occasional use' to ""No use' following a spine surgical intervention (cervical or lumbar).

Performance Rate Descriptions:

Calculation of the percent of patients who report a reduction in narcotic medication intake from 'Daily use' or 'Occasional use' to ""No use' following a spine surgical intervention (cervical or lumbar).",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,SpineTRACK Registry,2020
SpineTRACK Registry,SPINETRACK4,Percent of patients meeting SCB thresholds for back or neck pain,"Calculation of the percent of patients who meet the substantial clinical benefit (SCB) thresholds for improvement in back or neck pain following a spine surgical intervention (cervical or lumbar)

Performance Rate Descriptions:

1 - the percentage of patients who met any of the SCB back or neck pain thresholds.",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,SpineTRACK Registry,2019
SpineTRACK Registry,SPINETRACK5,Percent of patients meeting SCB thresholds for leg or arm pain,"Calculation of the percent of patients who meet the substantial clinical benefit (SCB) thresholds for improvement in leg or arm pain following a spine surgical intervention (cervical or lumbar)

Performance Rate Descriptions:

1 - the percentage of patients who met any of the SCB leg or arm pain thresholds.",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,SpineTRACK Registry,2019
SpineTRACK Registry,SPINETRACK6,Percent of patients meeting SCB thresholds for pain-related disability (ODI/NDI),"Calculation of the percent of patients who meet the substantial clinical benefit (SCB) thresholds for improvement in pain-related disability following a spine surgical intervention (cervical or lumbar)

Performance Rate Descriptions:

1 - the percentage of patients who met any of the SCB disability thresholds.",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,SpineTRACK Registry,2019
SpineTRACK Registry,SPINETRACK7,Infection in spinal fusion surgery,"Calculation of the percent of patients who experience any infection that required hospital readmission or reoperation following a spine surgical intervention (cervical or lumbar).

Performance Rate Descriptions:

Calculation of the percent of patients who experience any infection that required hospital readmission or reoperation following a spine surgical intervention (cervical or lumbar).",N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,N/A,No,SpineTRACK Registry,2020
SpineTRACK Registry,SPINETRACK8,Patient satisfaction following spinal fusion surgery,"Calculation of the percent of patients who are 'Very satisfied' or 'Somewhat satisfied' with their surgical outcome following a spine surgical intervention (cervical or lumbar).

Performance Rate Descriptions:

Calculation of the percent of patients who are 'Very satisfied' or 'Somewhat satisfied' with their surgical outcome following a spine surgical intervention (cervical or lumbar).",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,SpineTRACK Registry,2020
SpineTRACK Registry,SPINETRACK9,Unplanned hospital readmission following spinal fusion surgery,"Calculation of the percent of patients who require unplanned hospital readmission following spine surgical intervention (cervical or lumbar).

Performance Rate Descriptions:

Calculation of the percent of patients who require unplanned hospital readmission following spine surgical intervention (cervical or lumbar).",N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,N/A,No,SpineTRACK Registry,2020
