title,eMeasureId,nqfEMeasureId,nqfId,measureId,description,nationalQualityStrategyDomain,measureType,primarySteward,methodsClaims,methodsCertifiedSurveyVendor,methodsElectronicHealthRecord,methodsCmsWebInterface,methodsAdministrativeClaims,methodsRegistry,allergyImmunology,anesthesiology,cardiology,electrophysiologyCardiacSpecialist,gastroenterology,dermatology,emergencyMedicine,generalPracticeFamilyMedicine,internalMedicine,obstetricsGynecology,ophthalmology,orthopedicSurgery,otolaryngology,pathology,pediatrics,physicalMedicine,plasticSurgery,preventiveMedicine,neurology,mentalBehavioralHealth,diagnosticRadiology,interventionalRadiology,vascularSurgery,generalSurgery,thoracicSurgery,urology,generalOncology,radiationOncology,hospitalists,rheumatology,nephrology,infectiousDisease,neurosurgical,podiatry,dentistry,metricType,firstPerformanceYear,lastPerformanceYear,eMeasureUuid,isHighPriority,isInverse,numStrataClaims,numStrataRegistry,numStrataEcqm,overallAlgorithm,default,registry,claims,cmsWebInterface,electronicHealthRecord,isIcdImpacted,isToppedOutByProgram
Rate of Surgical Conversion from Lower Extremity Endovascular Revascularization Procedure,N/A,N/A,N/A,437,"Inpatients assigned to endovascular treatment for obstructive arterial disease, the percent of patients who undergo unplanned major amputation or surgical bypass within 48 hours of the index procedure",Patient Safety,Outcome,Society of Interventional Radiology ,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_437_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_437_Claims.pdf,,,FALSE,FALSE
Statin Therapy for the Prevention and Treatment of Cardiovascular Disease ,CMS347v1,N/A,N/A,438,"Percentage of the following patients - all considered at high risk of cardiovascular events - who were prescribed or were on statin therapy during the measurement period:
- Adults aged >= 21 years who were previously diagnosed with or currently have an active diagnosis of clinical atherosclerotic cardiovascular disease (ASCVD); OR
- Adults aged >=21 years who have ever had  a fasting or direct low-density lipoprotein cholesterol (LDL-C) level >= 190 mg/dL; OR
- Adults aged 40-75 years with a diagnosis of diabetes with a fasting or direct LDL-C level of 70-189 mg/dL

",Effective Clinical Care,Process,Centers for Medicare & Medicaid Services,-,-,X,X,-,X,-,-,X,-,-,-,-,X,X,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_438_Registry.pdf,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_PREV13.pdf,https://ecqi.healthit.gov/ecqm/measures/cms347v1,FALSE,FALSE
Age Appropriate Screening Colonoscopy,N/A,N/A,N/A,439,The percentage of patients greater than 85 years of age who received a screening colonoscopy from January 1 to December 31,Efficiency and Cost Reduction,Efficiency,American Gastroenterological Association,-,-,-,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_439_Registry.pdf,,,,FALSE,FALSE
"Basal Cell Carcinoma (BCC)/Squamous Cell Carcinoma (SCC): Biopsy Reporting Time - Pathologist to Clinician
",N/A,N/A,N/A,440,"Percentage of biopsies with a diagnosis of cutaneous Basal Cell Carcinoma (BCC) and Squamous Cell Carcinoma (SCC) (including in situ disease) in which the pathologist communicates results to the clinician within 7 days from the time when the tissue specimen was received by the pathologist
",Communication and Care Coordination,Process,American Academy of Dermatology,-,-,-,-,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_440_Registry.pdf,,,,TRUE,FALSE
Ischemic Vascular Disease (IVD) All or None Outcome Measure (Optimal Control),N/A,N/A,N/A,441,"The IVD All-or-None Measure is one outcome measure (optimal control). The measure contains four goals. All four goals within a measure must be reached in order to meet that measure. The numerator for the all-or-none measure should be collected from the organization's total IVD denominator. All-or-None Outcome Measure (Optimal Control) - Using the IVD denominator optimal results include:
+G254
- Most recent blood pressure (BP) measurement is less than 140/90 mm Hg -- And
- Most recent tobacco status is Tobacco Free -- And
- Daily Aspirin or Other Antiplatelet Unless Contraindicated -- And
- Statin Use Unless Contraindicated ",Effective Clinical Care,Intermediate Outcome,Wisconsin Collaborative for Healthcare Quality,-,-,-,-,-,X,-,-,X,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_441_Registry.pdf,,,,FALSE,FALSE
Persistence of Beta-Blocker Treatment After a Heart Attack,N/A,N/A,71,442,The percentage of patients 18 years of age and older during the measurement year who were hospitalized and discharged from July 1 of the year prior to the measurement year to June 30 of the measurement year with a diagnosis of acute myocardial infarction (AMI) and who were prescribed persistent beta-blocker treatment for six months after discharge,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,-,X,-,-,X,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_442_Registry.pdf,,,,FALSE,FALSE
Non-Recommended Cervical Cancer Screening in Adolescent Females ,N/A,N/A,N/A,443,The percentage of adolescent females 16-20 years of age screened unnecessarily for cervical cancer,Patient Safety,Process,National Committee for Quality Assurance,-,-,-,-,-,X,-,-,-,-,-,-,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_443_Registry.pdf,,,,FALSE,FALSE
Medication Management for People with Asthma,N/A,N/A,1799,444,The percentage of patients 5-64 years of age during the measurement year who were identified as having persistent asthma and were dispensed appropriate medications that they remained on for at least 75% of their treatment period,Efficiency and Cost Reduction,Process,National Committee for Quality Assurance,-,-,-,-,-,X,-,-,-,-,-,-,-,X,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_444_Registry.pdf,,,,FALSE,FALSE
Risk-Adjusted Operative Mortality for Coronary Artery Bypass Graft (CABG),N/A,N/A,119,445,"Percent of patients aged 18 years and older undergoing isolated CABG who die, including both all deaths occurring during the hospitalization in which the CABG was performed, even if after 30 days, and those deaths occurring after discharge from the hospital, but within 30 days of the procedure",Effective Clinical Care,Outcome,Society of Thoracic Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_445_Registry.pdf,,,,FALSE,FALSE
Operative Mortality Stratified by the Five STS-EACTS Mortality Categories,N/A,N/A,733,446,"Percent of patients undergoing index pediatric and/or congenital heart surgery who die, including both 1) all deaths occurring during the hospitalization in which the procedure was performed, even if after 30 days (including patients transferred to other acute care facilities), and 2) those deaths occurring after discharge from the hospital, but within 30 days of the procedure, stratified by the five STAT Mortality Levels, a multi-institutional validated complexity stratification tool",Patient Safety,Outcome,Society of Thoracic Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_446_Registry.pdf,,,,FALSE,FALSE
Chlamydia Screening and Follow Up,N/A,N/A,N/A,447,The percentage of female adolescents 16 years of age who had a chlamydia screening test with proper follow-up during the measurement period,Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,-,X,-,-,-,-,-,-,-,X,X,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_447_Registry.pdf,,,,FALSE,FALSE
Appropriate Work Up Prior to Endometrial Ablation,N/A,N/A,567,448,"Percentage of women, aged 18 years and older, who undergo   endometrial sampling or hysteroscopy with biopsy and results documented  before undergoing an endometrial ablation ",Communication and Care Coordination,Process,Centers for Medicare & Medicaid Services,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_448_Registry.pdf,,,,FALSE,FALSE
HER2 Negative or Undocumented Breast Cancer Patients Spared Treatment with HER2-Targeted Therapies ,N/A,N/A,1857,449,Proportion of female patients (aged 18 years and older) with breast cancer who are human epidermal growth factor receptor 2 (HER2)/neu negative who are not administered HER2-targeted therapies,Efficiency and Cost Reduction,Process,American Society of Clinical Oncology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_449_Registry.pdf,,,,FALSE,FALSE
Trastuzumab Received By Patients With AJCC Stage I (T1c) -  III And HER2 Positive Breast Cancer Receiving Adjuvant Chemotherapy,N/A,N/A,1858,450,"Proportion of female patients (aged 18 years and older) with AJCC stage I (T1c) - III, human epidermal growth factor receptor 2 (HER2) positive breast cancer receiving adjuvant chemotherapy who are also receiving trastuzumab ",Effective Clinical Care,Process,American Society of Clinical Oncology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_450_Registry.pdf,,,,FALSE,FALSE
RAS (KRAS and NRAS) Gene Mutation Testing Performed for Patients with Metastatic Colorectal Cancer who receive Anti-epidermal Growth Factor Receptor (EGFR) Monoclonal Antibody Therapy,N/A,N/A,1859,451,Percentage of adult patients (aged 18 or over) with metastatic colorectal cancer who receive anti-epidermal growth factor receptor monoclonal antibody therapy for whom RAS (KRAS and NRAS) gene mutation testing was performed,Effective Clinical Care,Process,American Society of Clinical Oncology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_451_Registry.pdf,,,,FALSE,FALSE
Patients with Metastatic Colorectal Cancer and RAS (KRAS or NRAS) 4 with Anti-epidermal Growth Factor Receptor (EGFR) Monoclonal Antibodies,N/A,N/A,1860,452,Percentage of adult patients (aged 18 or over) with metastatic colorectal cancer and RAS (KRAS or NRAS) gene mutation spared treatment with anti-EGFR monoclonal antibodies,Patient Safety,Process,American Society of Clinical Oncology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_452_Registry.pdf,,,,FALSE,FALSE
Proportion Receiving Chemotherapy in the Last 14 Days of Life,N/A,N/A,210,453,Proportion of patients who died from cancer receiving chemotherapy in the last 14 days of life,Effective Clinical Care,Process,American Society of Clinical Oncology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_453_Registry.pdf,,,,FALSE,FALSE
Proportion of Patients who Died from Cancer with more than One Emergency Department Visit in the Last 30 Days of Life ,N/A,N/A,211,454,Proportion of patients who died from cancer with more than one emergency room visit in the last 30 days of life,Effective Clinical Care,Outcome,American Society of Clinical Oncology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_454_Registry.pdf,,,,FALSE,FALSE
Proportion Admitted to the Intensive Care Unit (ICU) in the Last 30 Days of Life,N/A,N/A,213,455,Proportion of patients who died from cancer admitted to the ICU in the last 30 days of life,Effective Clinical Care,Outcome,American Society of Clinical Oncology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_455_Registry.pdf,,,,FALSE,FALSE
Proportion Not Admitted To Hospice,N/A,N/A,215,456,Proportion  of patients who died from cancer not admitted to hospice,Effective Clinical Care,Process,American Society of Clinical Oncology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_456_Registry.pdf,,,,FALSE,FALSE
Proportion Admitted to Hospice for less than 3 days,N/A,N/A,216,457,"Proportion of patients who died from cancer, and admitted to hospice and spent less than 3 days there",Effective Clinical Care,Outcome,American Society of Clinical Oncology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_457_Registry.pdf,,,,FALSE,FALSE
All-cause Hospital Readmission,N/A,N/A,1789,458,The 30-day All-Cause Hospital Readmission measure is a risk-standardized readmission rate for beneficiaries age 65 or older who were hospitalized at a short-stay acute care hospital and experienced an unplanned readmission for any cause to an acute care hospital within 30 days of discharge,Communication and Care Coordination ,Outcome,Yale University,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,costScore,2017,NULL,,TRUE,TRUE,NULL,NULL,NULL,,,,,,,FALSE,FALSE
Average Change in Back Pain following Lumbar Discectomy / Laminotomy,N/A,N/A,N/A,459,The average change (preoperative to three months postoperative) in back pain for patients 18 years of age or older who had lumbar discectomy/laminotomy procedure,Person and Caregiver-Centered Experience and Outcomes,Outcome,Minnesota Community Measurement ,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,nonProportion,2018,NULL,,TRUE,FALSE,NULL,2,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_459_Registry.pdf,,,,FALSE,FALSE
Average Change in Back Pain following Lumbar Fusion,N/A,N/A,N/A,460,The average change (preoperative to one year postoperative) in back pain for patients 18 years of age or older who had lumbar spine fusion procedure,Person and Caregiver-Centered Experience and Outcomes,Outcome,Minnesota Community Measurement,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,nonProportion,2018,NULL,,TRUE,FALSE,NULL,2,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_460_Registry.pdf,,,,FALSE,FALSE
Average Change in Leg Pain following Lumbar Discectomy and/or Laminotomy,N/A,N/A,N/A,461,The average change (preoperative to three months postoperative) in leg pain for patients 18 years of age or older who had lumbar discectomy/laminotomy procedure,Person and Caregiver-Centered Experience and Outcomes,Outcome,Minnesota Community Measurement ,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,nonProportion,2018,NULL,,TRUE,FALSE,NULL,2,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_461_Registry.pdf,,,,FALSE,FALSE
Bone Density Evaluation for Patients with Prostate Cancer and Receiving Androgen Deprivation Therapy,CMS645v1,N/A,N/A,462,"Patients determined as having prostate cancer who are currently starting or undergoing androgen deprivation therapy (ADT), for an anticipated period of 12 months or greater and who receive an initial bone density evaluation. The bone density evaluation must be prior to the start of ADT or within 3 months of the start of ADT",Effective Clinical Care,Process,Oregon Urology Institute ,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2018,NULL,,FALSE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/measures/cms645v1,FALSE,FALSE
Prevention of Post-Operative Vomiting (POV) - Combination Therapy (Pediatrics),N/A,N/A,N/A,463,"Percentage of patients aged 3 through 17 years, who undergo a procedure under general anesthesia in which an inhalational anesthetic is used for maintenance AND who have two or more risk factors for post-operative vomiting (POV), who receive combination therapy consisting of at least two prophylactic pharmacologic anti-emetic agents of different classes preoperatively and/or intraoperatively",Effective Clinical Care,Process,American Society of Anesthesiologists,-,-,-,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2018,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_463_Registry.pdf,,,,FALSE,FALSE
Otitis Media with Effusion (OME): Systemic Antimicrobials- Avoidance of Inappropriate Use ,N/A,N/A,657,464,Percentage of patients aged 2 months through 12 years with a diagnosis of OME who were not prescribed systemic antimicrobials,"Patient Safety, Efficiency and Cost Reduction",Process,American Academy of Otolaryngology - Head and Neck Surgery Foundation,-,-,-,-,-,X,-,-,-,-,-,-,-,X,-,-,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,singlePerformanceRate,2018,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_464_Registry.pdf,,,,FALSE,FALSE
"Uterine Artery Embolization Technique: Documentation of Angiographic Endpoints and
Interrogation of Ovarian Arteries",N/A,N/A,N/A,465,The percentage of patients with documentation of angiographic endpoints of embolization AND the documentation of embolization strategies in the presence of unilateral or bilateral absent uterine arteries,Patient Safety,Process,Society of Interventional Radiology,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2018,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_465_Registry.pdf,,,,FALSE,FALSE
