MVP Title,MVP ID,MVP Description,Most Applicable Medical Specialties,Clinical Topic,MVP Reporting Category,Measure Id
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,495
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,503
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,506
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,507
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,PIMSH13
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,PIMSH17
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_AHE_9
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_BE_4
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_BE_6
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_BE_15
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_BE_24
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_BMH_12
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_CC_1
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_CC_13
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_CC_17
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_EPA_2
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_PM_26
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_MVP
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_PCMH
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_PM_14
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_PM_15
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Improvement,IA_PM_16
